,0,1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,1.0,0,0,0,0
1,0,0,0.5,0,0,0.25,0,0.25,0,0
2,0,0,0,0,0.09,0.73,0,0.09,0.09,0
3,0,0,0,0,0,1.0,0,0,0,0
4,0,0.06,0.06,0,0,0.83,0,0.06,0,0
5,0,0.03,0.08,0.02,0.07,0,0.07,0.55,0.15,0.03
6,0,0,0,0,0,1.0,0,0,0,0
7,0.02,0,0.02,0,0.16,0.76,0,0,0.03,0.02
8,0,0,0,0,0.06,0.59,0,0.35,0,0
9,0,0,0,0,0.25,0.25,0,0.25,0.25,0
