,0,1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,1.0,0,0,0,0
1,0,0,0.27,0,0.45,0.27,0,0,0,0
2,0,0.27,0,0.33,0.07,0.27,0,0,0.07,0
3,0,0,0.17,0,0,0.26,0.48,0,0,0.09
4,0,0.2,0,0,0,0.4,0,0.4,0,0
5,0.02,0.07,0.14,0.12,0.05,0.23,0.09,0.09,0,0.19
6,0,0,0.05,0.32,0,0.32,0,0,0.05,0.27
7,0,0.25,0,0,0.12,0.5,0,0,0,0.12
8,0,0,0,0,0.5,0,0.5,0,0,0
9,0,0,0.06,0.35,0,0.24,0.35,0,0,0
