,0,1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,1.0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,1.0,0,0,0,0
5,0.02,0,0,0,0.05,0,0,0.3,0.51,0.12
6,0,0,0,0,0,1.0,0,0,0,0
7,0.05,0,0,0,0,0.52,0,0,0.38,0.05
8,0,0,0,0,0,0.62,0,0.22,0,0.16
9,0,0,0,0,0,0.33,0.08,0,0.58,0
