,0,1,2,3,4,5,6,7,8,9
0,0,0,0,0.08,0,0.67,0.17,0,0.08,0
1,0,0,0,0,0,1.0,0,0,0,0
2,0,0,0,0.33,0,0.67,0,0,0,0
3,0,0,0.75,0,0,0,0,0,0.25,0
4,0.25,0,0.25,0,0,0.5,0,0,0,0
5,0.22,0.02,0.04,0,0.07,0,0.07,0.15,0.28,0.15
6,0,0,0,0,0,0.8,0,0,0.2,0
7,0,0,0,0,0.12,0.38,0,0,0.38,0.12
8,0.09,0,0.09,0,0,0.45,0,0,0,0.36
9,0,0,0.06,0,0,0.69,0,0.06,0.19,0
