,0,1,2,3,4,5,6,7,8,9
0,0,0.16,0.04,0.11,0.13,0.33,0.02,0.11,0.04,0.04
1,0.38,0,0.21,0,0.29,0.08,0,0.04,0,0
2,0.11,0.25,0,0.07,0.14,0.43,0,0,0,0
3,0.4,0,0.2,0,0,0,0.2,0,0,0.2
4,0.04,0.32,0.14,0,0,0.04,0,0.46,0,0
5,0.34,0,0.22,0.03,0.12,0,0,0.16,0.06,0.06
6,0.2,0,0,0.4,0,0,0,0,0,0.4
7,0.33,0.04,0.19,0,0.26,0.07,0,0,0.11,0
8,0,0,0.14,0,0,0,0,0.43,0,0.43
9,0.64,0,0.18,0,0,0,0.18,0,0,0
