,0,1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,1,0,0,0,0
1,0,0,1.0,0,0,6,0,0,0,0
2,0,0,0,0.2,0.2,24,0.2,0.4,0,0
3,0,0,0.33,0,0,1,0.67,0,0,0
4,0,0.5,0.5,0,0,12,0,0,0,0
5,0.01,0.09,0.31,0.03,0.16,0,0.04,0.19,0.12,0.05
6,0,0,0,0.33,0,3,0,0,0.67,0
7,0,0,0,0,1.0,20,0,0,0,0
8,0,0,0.17,0,0,8,0,0.67,0,0.17
9,0,0,0,0,0,2,0,0,1.0,0
