,0,1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,1.0,0,0,0,0
1,0,0,1.0,0,0,0,0,0,0,0
2,0,0.11,0,0,0,0.78,0,0.11,0,0
3,0,0,0,0,0,0,0,0,0,0
4,0,0,0.2,0,0,0.8,0,0,0,0
5,0,0,0.24,0,0.14,0,0.24,0.1,0.07,0.21
6,0.14,0,0,0,0,0.86,0,0,0,0
7,0,0,0,0,0.25,0.75,0,0,0,0
8,0,0,0,0,0,1.0,0,0,0,0
9,0,0,0,0,0,1.0,0,0,0,0
