,0,1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,1.0,0,0,0,0
1,0,0,0.2,0,0,0.8,0,0,0,0
2,0,0,0,0.08,0,0.92,0,0,0,0
3,0,0,0.4,0,0,0.6,0,0,0,0
4,0,0.67,0,0,0,0.33,0,0,0,0
5,0.05,0.05,0.12,0.06,0.05,0.23,0.08,0.22,0.08,0.08
6,0,0,0.2,0,0,0.8,0,0,0,0
7,0,0,0,0,0,1.0,0,0,0,0
8,0,0,0,0,0,1.0,0,0,0,0
9,0,0,0,0,0,1.0,0,0,0,0
