,0,1,2,3,4,5,6,7,8,9
0,0,0.5,0,0,0,0,0,0,0.5,0
1,0,0,0.14,0.14,0,0.43,0,0.14,0.14,0
2,0,0.08,0,0.15,0,0.69,0,0.08,0,0
3,0,0,0.55,0,0,0.27,0.18,0,0,0
4,0,0,0,0,0,0.75,0,0.25,0,0
5,0,0.07,0.05,0.02,0.05,0,0.16,0.25,0.24,0.15
6,0.04,0,0.05,0.12,0,0.14,0,0.02,0,0.63
7,0,0.04,0,0,0.04,0.44,0.04,0,0.44,0
8,0,0,0,0,0,0.43,0.07,0.23,0,0.27
9,0,0,0,0,0,0.1,0.83,0,0.08,0
